Text,Label
highly recommend gentle on gums quality product long-lasting effect pleasant taste good value eco-friendly packaging improves oral health long-lasting effect highly recommend highly recommend perfect #NaturalIngredients,Positive
quality product highly recommend long-lasting effect eco-friendly packaging pleasant aroma improves oral health eco-friendly packaging pleasant aroma perfect for daily use refreshing breath long-lasting effect 😍,Positive
long-lasting effect good value highly recommend gentle on gums pleasant taste improves oral health pleasant taste perfect for daily use highly recommend gentle on gums 🌱,Positive
refreshing breath perfect for daily use quality product long-lasting effect good value perfect for daily use perfect for daily use pleasant aroma quality product good 🌟,Positive
good value pleasant taste highly recommend quality product perfect for daily use pleasant taste eco-friendly packaging quality product whitens teeth whitens teeth improves oral health 😊,Positive
perfect for daily use eco-friendly packaging improves oral health quality product pleasant aroma eco-friendly packaging pleasant aroma long-lasting effect gentle on gums pleasant taste improves #BestToothpaste,Positive
Review text missing for entry 477 Review text missing for entry 477 Review text missing for entry 477 Review text missing for entry 477 Review #Minty,Positive
gentle on gums improves oral health refreshing breath highly recommend whitens teeth refreshing breath perfect for daily use gentle on gums gentle on gums gentle 😞,Positive
eco-friendly packaging quality product pleasant taste perfect for daily use good value gentle on gingiva eco-friendly packaging pleasant taste refreshing breath highly recommend eco-friendly packaging 🌿,Positive
eco-friendly packaging quality product improves oral health gentle on gums long-lasting effect pleasant taste perfect for daily use refreshing breath long-lasting effect pleasant aroma good #Disappointed,Positive
eco-friendly packaging quality product gentle on gums pleasant aroma refreshing breath eco-friendly packaging highly recommend perfect for daily use whitens teeth refreshing breath quality product 😍,Negative
whitens teeth perfect for daily use long-lasting effect improves oral health eco-friendly packaging improves oral health highly recommend gentle on gums long-lasting effect refreshing breath #FreshBreath,Positive
good value gentle on gums highly recommend pleasant aroma improves oral health perfect for daily use good value refreshing breath highly recommend pleasant taste quality 🌟,Negative
pleasant aroma gentle on gums highly recommend pleasant taste eco-friendly packaging improves oral health refreshing breath perfect for daily use gentle on gums eco-friendly packaging #Sustainable,Positive
eco-friendly packaging refreshing breath perfect for daily use improves oral health quality product pleasant taste pleasant taste gentle on gums whitens teeth refreshing breath long-lasting 🌱,Positive
perfect for daily use whitens teeth good value long-lasting effect quality product good value perfect for daily use improves oral health long-lasting effect pleasant taste 🍃,Positive
pleasant aroma highly recommend eco-friendly packaging quality product improves oral health refreshing breath highly recommend highly recommend long-lasting effect long-lasting effect good value pleasant taste 🌿,Positive
long-lasting effect quality product good value gentle on gums highly recommend perfect for daily use gentle on gums refreshing breath whitens teeth gentle on gums 😞,Positive
improves oral health gentle on gums quality product refreshing breath perfect for daily use good value quality product eco-friendly packaging eco-friendly packaging refreshing breath long-lasting 👎,Positive
pleasant aroma pleasant taste refreshing breath highly recommend quality product refreshing breath improves oral health pleasant aroma highly recommend pleasant aroma pleasant aroma long-lasting effect #BestToothpaste,Positive
quality product highly recommend whitens teeth good value gentle on gums whitens teeth good value highly recommend whitens teeth refreshing breath pleasant aroma pleasant aroma #NaturalIngredients,Positive
improves oral health pleasant taste whitens teeth perfect for daily use long-lasting effect improves oral health long-lasting effect perfect for daily use improves oral health 👍,Positive
quality product eco-friendly packaging refreshing breath good value gentle on gums pleasant aroma pleasant aroma pleasant taste improves oral health good value good value pleasant 👍,Positive
long-lasting effect whitens teeth highly recommend refreshing breath improves oral health perfect for daily use gentle on gums improves oral health perfect for daily use #FreshBreath,Positive
perfect for daily use eco-friendly packaging improves oral health long-lasting effect whitens teeth gentle on gums good value long-lasting effect highly recommend gentle on gums #NaturalIngredients,Positive
long-lasting effect perfect for daily use gentle on gingiva quality product pleasant aroma highly recommend pleasant aroma gentle on gingiva eco-friendly packaging improves oral health 🍃,Positive
gentle on gums refreshing breath pleasant aroma long-lasting effect eco-friendly packaging eco-friendly packaging pleasant taste perfect for daily use gentle on gums gentle on gums 😁,Positive
Review text missing for entry 498 Review text missing for entry 498 Review text missing for entry 498 Review text missing for entry 498 Review 👎,Positive
highly recommend perfect for daily use gentle on gums pleasant aroma quality product good value good value gentle on gums gentle on gums pleasant aroma #FreshBreath,Positive
overpriced short effect wouldn't recommend caused irritation poor packaging no whitening poor packaging no whitening bad smell ineffective harmful to oral health strong taste no #CouldBeBetter,Negative
wouldn't recommend overpriced short effect harmful to oral health ineffective no whitening harmful to oral health not for daily use harsh on gums wouldn't recommend #NotRecommended,Negative
short effect overpriced not for daily use ineffective wouldn't recommend short effect overpriced ineffective harmful to oral health no whitening strong taste not for daily #FluorideFree,Negative
Review text missing for entry 503 Review text missing for entry 503 Review text missing for entry 503 Review text missing for entry 503 Review 😍,Positive
poor packaging wouldn't recommend not for daily use ineffective harmful to oral health poor packaging no whitening strong taste overpriced overpriced poor packaging ineffective harsh 👎,Positive
caused irritation ineffective poor packaging strong taste short effect wouldn't recommend bad smell no whitening harmful to oral health poor packaging bad smell not for #Minty,Negative
harmful to oral health caused irritation wouldn't recommend harsh on gums overpriced bad smell not for daily use bad smell strong taste harmful to oral #DentalHealth,Negative
short effect caused irritation harmful to oral health wouldn't recommend bad smell harmful to oral health wouldn't recommend short effect harsh on gums short effect 😍,Negative
caused irritation harmful to oral health wouldn't recommend harsh on gums strong taste no whitening strong taste ineffective strong taste poor packaging harsh on gums #CouldBeBetter,Negative
not for daily use bad smell no whitening poor packaging ineffective harsh on gums short effect harsh on gums caused irritation caused irritation poor packaging 👎,Negative
not for daily use bad smell harmful to oral health overpriced no whitening ineffective poor packaging strong taste not for daily use strong taste harmful 👍,Negative
short effect wouldn't recommend poor packaging overpriced no whitening short effect short effect not for daily use wouldn't recommend short effect not for daily use #Sustainable,Negative
short effect ineffective overpriced poor packaging harsh on gums harsh on gums caused irritation caused irritation overpriced strong taste strong taste bad smell harsh on 🦷,Negative
no whitening harmful to oral health short effect not for daily use caused irritation poor packaging overpriced wouldn't recommend harsh on gums no whitening ineffective #CouldBeBetter,Negative
overpriced ineffective harmful to oral health caused irritation short effect ineffective not for daily use bad smell not for daily use harmful to oral health #NotRecommended,Negative
ineffective poor packaging overpriced strong taste no whitening wouldn't recommend not for daily use poor packaging overpriced caused irritation strong taste not for daily use #FluorideFree,Negative
harmful to oral health bad smell wouldn't recommend strong taste overpriced poor packaging caused irritation strong taste poor packaging not for daily use no whitening 🌿,Negative
poor packaging caused irritation overpriced harmful to oral health not for daily use harsh on gums not for daily use ineffective wouldn't recommend no whitening #Minty,Negative
wouldn't recommend ineffective harmful to oral health bad smell caused irritation overpriced wouldn't recommend caused irritation no whitening not for daily use overpriced wouldn't recommend 🌱,Positive
Review text missing for entry 519 Review text missing for entry 519 Review text missing for entry 519 Review text missing for entry 519 Review #EcoFriendly,Negative
short effect poor packaging wouldn't recommend harsh on gums harmful to oral health not for daily use wouldn't recommend short effect not for daily use #TeethWhitening,Negative
not for daily use poor packaging short effect caused irritation harsh on gums bad smell strong taste poor packaging harsh on gums not for daily #EcoFriendly,Positive
short effect wouldn't recommend ineffective poor packaging not for daily use strong taste poor packaging ineffective short effect short effect caused irritation not for daily #NaturalIngredients,Negative
not for daily use harmful to oral health caused irritation overpriced poor packaging poor packaging harsh on gums caused irritation ineffective wouldn't recommend harsh on 👎,Positive
wouldn't recommend ineffective harmful to oral health bad smell harsh on gums bad smell short effect wouldn't recommend poor packaging harsh on gums short effect #Smile,Negative
not for daily use bad smell overpriced ineffective harsh on gingiva not for daily use harsh on gingiva overpriced ineffective wouldn't recommend short effect no #CouldBeBetter,Negative
bad smell strong taste no whitening harsh on gums not for daily use short effect short effect ineffective short effect short effect wouldn't recommend not #Sustainable,Negative
bad smell no whitening not for daily use harmful to oral health short effect short effect wouldn't recommend no whitening poor packaging no whitening poor 😁,Positive
harsh on gums overpriced strong taste no whitening ineffective caused irritation no whitening not for daily use wouldn't recommend wouldn't recommend no whitening overpriced ineffective #DentalHealth,Negative
short effect caused irritation harsh on gums poor packaging no whitening bad smell harsh on gums strong taste bad smell harmful to oral health short 👎,Negative
wouldn't recommend bad smell ineffective caused irritation overpriced overpriced caused irritation strong taste strong taste poor packaging short effect poor packaging strong taste no whitening 🌱,Negative
bad smell not for daily use strong taste overpriced short effect overpriced overpriced ineffective no whitening harsh on gums ineffective wouldn't recommend caused irritation caused 😞,Positive
poor packaging caused irritation harsh on gums wouldn't recommend short effect ineffective strong taste poor packaging short effect harsh on gums overpriced wouldn't recommend harmful 🦷,Negative
harsh on gums harmful to oral health poor packaging caused irritation strong taste strong taste poor packaging ineffective wouldn't recommend not for daily use ineffective #Smile,Negative
harmful to oral health poor packaging wouldn't recommend ineffective no whitening bad smell overpriced overpriced harmful to oral health harsh on gums overpriced wouldn't recommend 😊,Negative
short effect no whitening overpriced caused irritation bad smell wouldn't recommend bad smell harmful to oral health not for daily use harsh on gingiva overpriced #TeethWhitening,Negative
wouldn't recommend ineffective caused irritation not for daily use overpriced harmful to oral health ineffective bad smell strong taste harmful to oral health caused irritation #Smile,Negative
harsh on gingiva caused irritation harmful to oral health poor packaging ineffective short effect overpriced harsh on gingiva caused irritation strong taste not for daily #Sustainable,Negative
wouldn't recommend harsh on gums poor packaging not for daily use strong taste harmful to oral health bad smell harsh on gums bad smell harsh #NotRecommended,Negative
Review text missing for entry 539 Review text missing for entry 539 Review text missing for entry 539 Review text missing for entry 539 Review #NotRecommended,Negative
ineffective wouldn't recommend harmful to oral health short effect caused irritation ineffective overpriced harmful to oral health not for daily use wouldn't recommend not for #BestToothpaste,Negative
bad smell short effect harsh on gums wouldn't recommend overpriced ineffective no whitening strong taste harmful to oral health poor packaging not for daily use #Sustainable,Negative
bad smell ineffective poor packaging overpriced not for daily use not for daily use harmful to oral health no whitening bad smell no whitening no #BestToothpaste,Negative
not for daily use short effect harmful to oral health overpriced bad smell harmful to oral health short effect poor packaging poor packaging strong taste 👎,Positive
bad smell harmful to oral health strong taste ineffective caused irritation no whitening harmful to oral health overpriced harmful to oral health overpriced not for #Smile,Negative
short effect not for daily use poor packaging bad smell wouldn't recommend caused irritation caused irritation overpriced short effect overpriced no whitening overpriced harsh on 👎,Negative
ineffective strong taste caused irritation harmful to oral health not for daily use not for daily use overpriced not for daily use overpriced no whitening #EcoFriendly,Negative
ineffective not for daily use wouldn't recommend no whitening poor packaging harsh on gums ineffective no whitening strong taste short effect bad smell overpriced wouldn't #CouldBeBetter,Negative
harsh on gums bad smell wouldn't recommend caused irritation harmful to oral health short effect harsh on gums no whitening bad smell caused irritation short #EcoFriendly,Negative
bad smell overpriced wouldn't recommend caused irritation ineffective harmful to oral health harmful to oral health harsh on gums ineffective overpriced not for daily use #CouldBeBetter,Negative
bad smell harmful to oral health overpriced wouldn't recommend poor packaging overpriced poor packaging not for daily use overpriced harmful to oral health no whitening 🌱,Negative
harsh on gingiva no whitening bad smell short effect overpriced strong taste not for daily use not for daily use no whitening caused irritation overpriced #Minty,Negative
harsh on gums short effect not for daily use wouldn't recommend bad smell no whitening harsh on gums caused irritation bad smell overpriced strong taste #Smile,Negative
caused irritation no whitening harmful to oral health strong taste overpriced poor packaging no whitening bad smell bad smell no whitening harsh on gingiva strong 👍,Negative
bad smell poor packaging ineffective strong taste short effect ineffective no whitening not for daily use harmful to oral health overpriced wouldn't recommend bad smell #Minty,Negative
strong taste harsh on gums caused irritation not for daily use harmful to oral health strong taste not for daily use short effect poor packaging #FreshBreath,Negative
caused irritation strong taste not for daily use harsh on gingiva wouldn't recommend short effect overpriced short effect bad smell wouldn't recommend not for daily 🌟,Negative
wouldn't recommend overpriced strong taste harsh on gums not for daily use ineffective wouldn't recommend no whitening bad smell bad smell overpriced wouldn't recommend no 😁,Negative
bad smell overpriced not for daily use caused irritation wouldn't recommend not for daily use wouldn't recommend poor packaging harsh on gums harsh on gums 🍃,Negative
Review text missing for entry 559 Review text missing for entry 559 Review text missing for entry 559 Review text missing for entry 559 Review #Smile,Negative
bad smell wouldn't recommend harmful to oral health not for daily use ineffective poor packaging overpriced poor packaging overpriced strong taste poor packaging short effect #FreshBreath,Negative
not for daily use bad smell ineffective no whitening strong taste not for daily use harsh on gums caused irritation ineffective poor packaging harsh on #Disappointed,Negative
harmful to oral health short effect strong taste overpriced wouldn't recommend harmful to oral health strong taste ineffective wouldn't recommend harsh on gums bad smell 😍,Negative
poor packaging strong taste bad smell not for daily use harsh on gums harmful to oral health overpriced overpriced wouldn't recommend strong taste overpriced poor 😊,Negative
overpriced short effect bad smell poor packaging caused irritation overpriced overpriced bad smell short effect caused irritation strong taste bad smell no whitening not for 😊,Negative
no whitening strong taste bad smell overpriced harmful to oral health bad smell wouldn't recommend no whitening not for daily use short effect bad smell #FluorideFree,Negative
short effect bad smell poor packaging no whitening wouldn't recommend strong taste wouldn't recommend bad smell bad smell no whitening bad smell caused irritation overpriced #Sustainable,Negative
short effect bad smell no whitening harmful to oral health not for daily use bad smell short effect bad smell harmful to oral health poor #Smile,Negative
no whitening harmful to oral health bad smell wouldn't recommend harsh on gums not for daily use overpriced wouldn't recommend harsh on gums no whitening 🦷,Negative
wouldn't recommend poor packaging overpriced strong taste bad smell harmful to oral health bad smell not for daily use overpriced not for daily use harmful #TeethWhitening,Positive
overpriced poor packaging short effect wouldn't recommend bad smell short effect ineffective caused irritation harmful to oral health strong taste short effect strong taste poor #NaturalIngredients,Negative
overpriced harsh on gums strong taste poor packaging bad smell ineffective harsh on gums short effect harsh on gums no whitening harmful to oral health #Minty,Negative
short effect no whitening poor packaging caused irritation harmful to oral health short effect harsh on gums overpriced bad smell overpriced overpriced short effect harmful 😍,Negative
harmful to oral health short effect overpriced no whitening bad smell wouldn't recommend caused irritation overpriced bad smell caused irritation no whitening short effect harmful #NaturalIngredients,Negative
wouldn't recommend harmful to oral health strong taste no whitening overpriced poor packaging harsh on gums harmful to oral health bad smell caused irritation strong 🌱,Positive
short effect wouldn't recommend harmful to oral health caused irritation not for daily use not for daily use caused irritation harmful to oral health caused #TeethWhitening,Negative
caused irritation no whitening ineffective bad smell not for daily use bad smell overpriced caused irritation harsh on gums wouldn't recommend not for daily use #NotRecommended,Negative
harmful to oral health short effect no whitening not for daily use harsh on gums strong taste bad smell overpriced bad smell wouldn't recommend strong #EcoFriendly,Negative
Review text missing for entry 578 Review text missing for entry 578 Review text missing for entry 578 Review text missing for entry 578 Review 🦷,Negative
bad smell strong taste no whitening poor packaging short effect strong taste ineffective strong taste overpriced harmful to oral health caused irritation short effect poor #Disappointed,Negative
harmful to oral health overpriced short effect wouldn't recommend poor packaging short effect wouldn't recommend bad smell ineffective harmful to oral health short effect not #NaturalIngredients,Negative
harsh on gums ineffective strong taste wouldn't recommend caused irritation wouldn't recommend overpriced caused irritation overpriced not for daily use harmful to oral health no #FluorideFree,Negative
harsh on gingiva strong taste ineffective harmful to oral health short effect no whitening strong taste overpriced no whitening short effect wouldn't recommend harsh on #Minty,Negative
Review text missing for entry 583 Review text missing for entry 583 Review text missing for entry 583 Review text missing for entry 583 Review #DentalHealth,Negative
overpriced not for daily use poor packaging strong taste harsh on gums harsh on gums harsh on gums caused irritation harmful to oral health ineffective #EcoFriendly,Negative
no whitening strong taste not for daily use harmful to oral health bad smell strong taste short effect not for daily use harmful to oral #CouldBeBetter,Negative
short effect overpriced harsh on gums wouldn't recommend poor packaging ineffective ineffective short effect no whitening wouldn't recommend no whitening not for daily use bad #Minty,Negative
no whitening short effect bad smell poor packaging wouldn't recommend short effect short effect short effect harmful to oral health short effect short effect harmful 🌟,Negative
not for daily use strong taste short effect no whitening bad smell short effect bad smell ineffective harmful to oral health short effect harmful to #TeethWhitening,Negative
short effect no whitening not for daily use wouldn't recommend harmful to oral health harsh on gums harsh on gums overpriced no whitening no whitening 🦷,Negative
caused irritation short effect bad smell no whitening poor packaging bad smell no whitening bad smell caused irritation not for daily use strong taste harsh #OralCare,Negative
harmful to oral health wouldn't recommend short effect no whitening harsh on gums strong taste overpriced bad smell ineffective strong taste bad smell ineffective not 🌿,Negative
ineffective no whitening poor packaging strong taste harmful to oral health short effect no whitening wouldn't recommend overpriced overpriced ineffective not for daily use poor #BestToothpaste,Negative
short effect poor packaging ineffective wouldn't recommend caused irritation ineffective not for daily use no whitening strong taste not for daily use overpriced strong taste 🌟,Negative
short effect not for daily use poor packaging bad smell no whitening poor packaging no whitening short effect wouldn't recommend overpriced harsh on gums wouldn't #FluorideFree,Negative
caused irritation poor packaging harsh on gums overpriced wouldn't recommend not for daily use short effect harsh on gums strong taste overpriced not for daily #EcoFriendly,Negative
strong taste poor packaging harsh on gums caused irritation short effect bad smell wouldn't recommend not for daily use no whitening wouldn't recommend harmful to #Disappointed,Negative
strong taste not for daily use caused irritation overpriced harmful to oral health caused irritation harsh on gums poor packaging ineffective wouldn't recommend wouldn't recommend #OralCare,Negative
no whitening bad smell poor packaging short effect harsh on gums strong taste not for daily use short effect bad smell harsh on gums strong 😞,Negative
Review text missing for entry 599 Review text missing for entry 599 Review text missing for entry 599 Review text missing for entry 599 Review 😞,Negative
harsh on gums ineffective harmful to oral health no whitening overpriced harmful to oral health ineffective harsh on gums wouldn't recommend wouldn't recommend strong taste #Smile,Negative
no whitening harmful to oral health wouldn't recommend caused irritation not for daily use bad smell harsh on gums short effect caused irritation short effect #DentalHealth,Negative
not for daily use bad smell caused irritation strong taste harmful to oral health caused irritation wouldn't recommend poor packaging caused irritation short effect short 🦷,Negative
strong taste caused irritation harsh on gums ineffective not for daily use short effect wouldn't recommend no whitening bad smell wouldn't recommend poor packaging bad 🌟,Negative
short effect no whitening strong taste caused irritation not for daily use harmful to oral health strong taste ineffective short effect poor packaging no whitening 😊,Negative
harmful to oral health short effect overpriced bad smell not for daily use not for daily use no whitening caused irritation strong taste harmful to #Smile,Negative
short effect bad smell poor packaging overpriced ineffective not for daily use harsh on gingiva wouldn't recommend poor packaging poor packaging short effect overpriced harsh #DentalHealth,Negative
wouldn't recommend harmful to oral health ineffective no whitening overpriced harsh on gums wouldn't recommend poor packaging harmful to oral health ineffective bad smell wouldn't #EcoFriendly,Negative
bad smell harmful to oral health no whitening ineffective not for daily use overpriced overpriced ineffective strong taste wouldn't recommend not for daily use harsh #DentalHealth,Negative
poor packaging harmful to oral health bad smell not for daily use strong taste harmful to oral health overpriced harmful to oral health overpriced overpriced #EcoFriendly,Negative
short effect harsh on gums wouldn't recommend no whitening poor packaging bad smell ineffective not for daily use short effect wouldn't recommend strong taste bad #Smile,Negative
overpriced bad smell caused irritation harmful to oral health not for daily use wouldn't recommend caused irritation not for daily use poor packaging short effect #EcoFriendly,Negative
poor packaging no whitening overpriced harsh on gums wouldn't recommend harsh on gums wouldn't recommend not for daily use overpriced not for daily use overpriced #BestToothpaste,Negative
not for daily use harsh on gums wouldn't recommend caused irritation ineffective bad smell overpriced ineffective caused irritation no whitening no whitening ineffective ineffective caused 👎,Negative
harsh on gums not for daily use poor packaging ineffective short effect no whitening short effect strong taste strong taste wouldn't recommend ineffective strong taste #Sustainable,Negative
poor packaging harsh on gums caused irritation short effect no whitening caused irritation ineffective harsh on gums wouldn't recommend strong taste bad smell strong taste #BestToothpaste,Negative
caused irritation wouldn't recommend not for daily use harmful to oral health harsh on gums overpriced overpriced not for daily use harmful to oral health #Sustainable,Negative
Review text missing for entry 617 Review text missing for entry 617 Review text missing for entry 617 Review text missing for entry 617 Review #NaturalIngredients,Positive
overpriced not for daily use wouldn't recommend poor packaging bad smell not for daily use bad smell no whitening no whitening wouldn't recommend wouldn't recommend 😍,Positive
Review text missing for entry 619 Review text missing for entry 619 Review text missing for entry 619 Review text missing for entry 619 Review 🍃,Negative
no whitening wouldn't recommend bad smell caused irritation not for daily use harmful to oral health poor packaging no whitening poor packaging ineffective short effect #NaturalIngredients,Negative
no whitening poor packaging harsh on gums bad smell short effect bad smell harmful to oral health overpriced overpriced strong taste wouldn't recommend harmful to #FluorideFree,Positive
Review text missing for entry 622 Review text missing for entry 622 Review text missing for entry 622 Review text missing for entry 622 Review 🍃,Negative
bad smell poor packaging ineffective wouldn't recommend short effect bad smell no whitening caused irritation strong taste not for daily use ineffective harmful to oral #DentalHealth,Negative
poor packaging harmful to oral health not for daily use harsh on gums overpriced short effect overpriced strong taste overpriced ineffective caused irritation not for 😞,Negative
strong taste overpriced not for daily use poor packaging short effect not for daily use overpriced ineffective no whitening poor packaging harmful to oral health #DentalHealth,Negative
wouldn't recommend overpriced harmful to oral health short effect strong taste no whitening overpriced caused irritation caused irritation short effect short effect wouldn't recommend harmful 😞,Negative
short effect not for daily use harmful to oral health ineffective poor packaging bad smell overpriced caused irritation not for daily use no whitening caused 😁,Negative
short effect poor packaging caused irritation bad smell ineffective harmful to oral health poor packaging bad smell ineffective short effect bad smell bad smell harmful 👎,Negative
bad smell not for daily use poor packaging harmful to oral health caused irritation caused irritation bad smell bad smell overpriced wouldn't recommend poor packaging #DentalHealth,Negative
harsh on gums caused irritation ineffective not for daily use short effect bad smell wouldn't recommend short effect no whitening ineffective ineffective harmful to oral #DentalHealth,Negative
harmful to oral health not for daily use ineffective overpriced poor packaging ineffective caused irritation short effect not for daily use not for daily use #DentalHealth,Negative
wouldn't recommend ineffective short effect caused irritation poor packaging caused irritation bad smell caused irritation caused irritation caused irritation ineffective strong taste short effect overpriced #DentalHealth,Negative
not for daily use harmful to oral health overpriced wouldn't recommend harsh on gums caused irritation bad smell strong taste harmful to oral health harmful #BestToothpaste,Negative
ineffective overpriced harmful to oral health bad smell wouldn't recommend strong taste bad smell bad smell harsh on gums bad smell strong taste no whitening #FreshBreath,Negative
harsh on gums wouldn't recommend harmful to oral health not for daily use bad smell short effect short effect strong taste strong taste not for #OralCare,Negative
overpriced bad smell poor packaging strong taste ineffective ineffective wouldn't recommend poor packaging harmful to oral health wouldn't recommend wouldn't recommend poor packaging harmful to #FreshBreath,Negative
no whitening caused irritation wouldn't recommend poor packaging strong taste strong taste strong taste bad smell short effect ineffective short effect poor packaging wouldn't recommend #TeethWhitening,Negative
short effect poor packaging no whitening strong taste overpriced caused irritation strong taste caused irritation wouldn't recommend bad smell no whitening bad smell poor packaging #FluorideFree,Negative
bad smell ineffective no whitening harsh on gums poor packaging harsh on gums no whitening bad smell harmful to oral health ineffective strong taste bad #EcoFriendly,Negative
bad smell no whitening short effect not for daily use caused irritation ineffective harsh on gums short effect harmful to oral health caused irritation caused #Minty,Positive
not for daily use short effect wouldn't recommend harmful to oral health caused irritation not for daily use poor packaging poor packaging ineffective wouldn't recommend #NotRecommended,Negative
bad smell ineffective short effect poor packaging wouldn't recommend bad smell no whitening overpriced no whitening caused irritation strong taste short effect ineffective harsh on 😞,Negative
strong taste poor packaging not for daily use ineffective harsh on gums strong taste short effect poor packaging short effect harmful to oral health ineffective #TeethWhitening,Positive
poor packaging harsh on gums bad smell strong taste ineffective no whitening strong taste ineffective caused irritation harmful to oral health no whitening ineffective short 😊,Negative
no whitening short effect wouldn't recommend harmful to oral health bad smell no whitening caused irritation harsh on gums ineffective poor packaging ineffective strong taste #NotRecommended,Negative
strong taste harmful to oral health not for daily use caused irritation harsh on gums poor packaging not for daily use caused irritation bad smell #FluorideFree,Negative
wouldn't recommend ineffective caused irritation no whitening bad smell overpriced ineffective poor packaging short effect overpriced caused irritation no whitening short effect harsh on gums #FluorideFree,Negative
poor packaging no whitening harmful to oral health short effect strong taste ineffective overpriced harsh on gums no whitening poor packaging caused irritation not for #Disappointed,Negative
no whitening not for daily use ineffective wouldn't recommend poor packaging wouldn't recommend caused irritation overpriced strong taste ineffective harmful to oral health overpriced overpriced 🌟,Negative
Review text missing for entry 650 Review text missing for entry 650 Review text missing for entry 650 Review text missing for entry 650 Review #NotRecommended,Negative
poor packaging ineffective short effect no whitening harmful to oral health harmful to oral health short effect ineffective poor packaging harmful to oral health harmful #BestToothpaste,Negative
not for daily use no whitening strong taste poor packaging harmful to oral health poor packaging caused irritation wouldn't recommend harsh on gums harmful to 😊,Negative
harsh on gums caused irritation not for daily use no whitening wouldn't recommend wouldn't recommend bad smell poor packaging strong taste strong taste wouldn't recommend 🍃,Negative
not for daily use poor packaging harmful to oral health harsh on gums caused irritation poor packaging harsh on gums harmful to oral health strong #TeethWhitening,Negative
overpriced poor packaging harmful to oral health caused irritation ineffective harmful to oral health poor packaging caused irritation no whitening harsh on gums bad smell #EcoFriendly,Negative
poor packaging harmful to oral health ineffective caused irritation bad smell bad smell ineffective poor packaging overpriced harsh on gums short effect wouldn't recommend overpriced #NotRecommended,Negative
no whitening short effect bad smell caused irritation ineffective poor packaging strong taste harsh on gums no whitening strong taste no whitening short effect harmful #TeethWhitening,Negative
harmful to oral health short effect not for daily use no whitening ineffective short effect overpriced harsh on gums short effect bad smell poor packaging #CouldBeBetter,Negative
wouldn't recommend no whitening strong taste poor packaging caused irritation bad smell short effect wouldn't recommend ineffective poor packaging strong taste wouldn't recommend harmful to #FluorideFree,Negative
bad smell short effect harmful to oral health caused irritation no whitening harmful to oral health no whitening harsh on gums strong taste harsh on 😍,Negative
harmful to oral health bad smell short effect caused irritation not for daily use bad smell wouldn't recommend harmful to oral health poor packaging ineffective 🦷,Negative
harsh on gums harmful to oral health wouldn't recommend ineffective strong taste wouldn't recommend no whitening overpriced overpriced short effect strong taste caused irritation wouldn't #Disappointed,Negative
overpriced no whitening short effect bad smell ineffective ineffective overpriced bad smell short effect caused irritation bad smell no whitening harmful to oral health no 👎,Negative
strong taste poor packaging not for daily use short effect harsh on gums short effect wouldn't recommend not for daily use bad smell strong taste #OralCare,Negative
poor packaging ineffective bad smell not for daily use overpriced overpriced harsh on gingiva strong taste caused irritation overpriced bad smell bad smell wouldn't recommend #EcoFriendly,Negative
poor packaging no whitening strong taste harsh on gums wouldn't recommend strong taste harmful to oral health bad smell wouldn't recommend short effect overpriced ineffective 🌿,Negative
ineffective short effect overpriced not for daily use bad smell poor packaging harmful to oral health harmful to oral health strong taste wouldn't recommend short #Minty,Negative
strong taste harsh on gums bad smell wouldn't recommend ineffective no whitening caused irritation harmful to oral health wouldn't recommend poor packaging not for daily 😁,Negative
harsh on gingiva strong taste short effect not for daily use overpriced poor packaging no whitening strong taste strong taste not for daily use strong #BestToothpaste,Negative
overpriced short effect strong taste harsh on gums not for daily use wouldn't recommend bad smell overpriced not for daily use harsh on gums harsh 🦷,Positive
ineffective overpriced short effect strong taste bad smell harsh on gums overpriced not for daily use harsh on gums ineffective harsh on gums overpriced not #NaturalIngredients,Negative
ineffective caused irritation not for daily use short effect bad smell no whitening not for daily use short effect overpriced wouldn't recommend poor packaging bad #Smile,Negative
short effect ineffective bad smell harsh on gums not for daily use bad smell bad smell bad smell caused irritation short effect wouldn't recommend ineffective #FluorideFree,Negative
no whitening poor packaging strong taste bad smell short effect harsh on gums harmful to oral health not for daily use poor packaging bad smell 😊,Negative
short effect bad smell wouldn't recommend caused irritation ineffective ineffective no whitening harmful to oral health wouldn't recommend bad smell caused irritation overpriced no whitening 😞,Negative
harsh on gums harmful to oral health wouldn't recommend short effect no whitening harsh on gums wouldn't recommend strong taste poor packaging harmful to oral #DentalHealth,Negative
overpriced wouldn't recommend harmful to oral health strong taste bad smell overpriced harmful to oral health bad smell wouldn't recommend short effect short effect no #FreshBreath,Positive
ineffective poor packaging overpriced harmful to oral health wouldn't recommend short effect short effect bad smell harsh on gums ineffective overpriced not for daily use #BestToothpaste,Negative
harsh on gums no whitening strong taste overpriced not for daily use harmful to oral health no whitening no whitening harsh on gums caused irritation #FreshBreath,Negative
harsh on gums strong taste harmful to oral health bad smell short effect wouldn't recommend wouldn't recommend harmful to oral health no whitening strong taste 🦷,Negative
poor packaging not for daily use ineffective wouldn't recommend bad smell bad smell not for daily use ineffective ineffective poor packaging bad smell not for 🌿,Negative
overpriced ineffective harsh on gums harmful to oral health strong taste wouldn't recommend short effect not for daily use bad smell ineffective caused irritation bad 😞,Negative
